order_id,invoice_no,gross_amount,tds_section_legacy,tds_code_new,tds_amount,gst_rate,vendor_pan_masked,posted_at
ord_00072,INV-10042,43630.54,194I,,8726.11,18.00,PANNOTAVAIL,2026-02-09T00:00:00
ord_00111,INV-10043,45600.04,,,0,18.00,ABCP1043Z,2026-02-09T00:00:00
ord_00131,INV-10044,13003.57,194I,,1300.36,18.00,ABCP1044Z,2026-02-09T00:00:00
ord_00297,INV-10045,20081.00,,,0,18.00,PANNOTAVAIL,2026-02-09T00:00:00
ord_00378,INV-10046,37554.97,,,0,18.00,ABCP1046Z,2026-02-09T00:00:00
ord_00498,INV-10047,33808.74,,,0,18.00,ABCP1047Z,2026-02-09T00:00:00
ord_00511,INV-10048,43322.44,,,0,18.00,PANNOTAVAIL,2026-02-09T00:00:00
ord_00528,INV-10049,8074.61,,,0,18.00,ABCP1049Z,2026-02-09T00:00:00
ord_00554,INV-10050,25312.83,194I,,2531.28,18.00,ABCP1050Z,2026-02-09T00:00:00
ord_00017,INV-10051,46808.52,,,0,18.00,PANNOTAVAIL,2026-02-10T00:00:00
ord_00021,INV-10052,20027.91,,,0,18.00,ABCP1052Z,2026-02-10T00:00:00
ord_00058,INV-10053,41267.83,,,0,18.00,ABCP1053Z,2026-02-10T00:00:00
ord_00215,INV-10054,36454.64,,,0,18.00,PANNOTAVAIL,2026-02-10T00:00:00
ord_00283,INV-10055,21319.76,194H,,1065.99,18.00,ABCP1055Z,2026-02-10T00:00:00
ord_00543,INV-10056,49383.73,,,0,18.00,ABCP1056Z,2026-02-10T00:00:00
ord_00013,INV-10057,32370.61,,,0,18.00,PANNOTAVAIL,2026-02-11T00:00:00
ord_00088,INV-10058,20328.94,,,0,18.00,ABCP1058Z,2026-02-11T00:00:00
ord_00176,INV-10059,20202.20,,,0,18.00,ABCP1059Z,2026-02-11T00:00:00
ord_00310,INV-10060,19703.57,194A,,3940.71,18.00,PANNOTAVAIL,2026-02-11T00:00:00
ord_00394,INV-10061,25255.65,,,0,18.00,ABCP1061Z,2026-02-11T00:00:00
ord_00404,INV-10062,33599.31,,,0,18.00,ABCP1062Z,2026-02-11T00:00:00
ord_00427,INV-10063,18292.72,194J,,3658.54,18.00,PANNOTAVAIL,2026-02-11T00:00:00
ord_00460,INV-10064,7660.88,,,0,18.00,ABCP1064Z,2026-02-11T00:00:00
ord_00270,INV-10065,16783.76,,,0,18.00,ABCP1065Z,2026-02-12T00:00:00
ord_00355,INV-10066,44619.97,,,0,18.00,PANNOTAVAIL,2026-02-12T00:00:00
ord_00365,INV-10067,8931.15,,,0,18.00,ABCP1067Z,2026-02-12T00:00:00
ord_00415,INV-10068,20196.45,,,0,18.00,ABCP1068Z,2026-02-12T00:00:00
ord_00453,INV-10069,10097.74,,,0,18.00,PANNOTAVAIL,2026-02-12T00:00:00
ord_00155,INV-10070,36953.85,,,0,18.00,ABCP1070Z,2026-02-13T00:00:00
ord_00241,INV-10071,36866.57,,,0,18.00,ABCP1071Z,2026-02-13T00:00:00
ord_00408,INV-10072,20114.40,,,0,18.00,PANNOTAVAIL,2026-02-13T00:00:00
ord_00467,INV-10073,48979.31,,,0,18.00,ABCP1073Z,2026-02-13T00:00:00
ord_00515,INV-10074,12784.63,,,0,18.00,ABCP1074Z,2026-02-13T00:00:00
ord_00435,INV-10075,2662.59,,,0,18.00,PANNOTAVAIL,2026-02-14T00:00:00
ord_00471,INV-10076,23867.99,,,0,18.00,ABCP1076Z,2026-02-14T00:00:00
ord_00503,INV-10077,34476.57,194C,,344.77,18.00,ABCP1077Z,2026-02-14T00:00:00
ord_00587,INV-10078,24667.71,194J,,4933.54,18.00,PANNOTAVAIL,2026-02-14T00:00:00
ord_00066,INV-10079,21295.83,,,0,18.00,ABCP1079Z,2026-02-15T00:00:00
ord_00266,INV-10080,16655.14,,,0,18.00,ABCP1080Z,2026-02-15T00:00:00
ord_00267,INV-10081,45451.52,,,0,18.00,PANNOTAVAIL,2026-02-15T00:00:00
ord_00335,INV-10082,13416.03,194I,,1341.60,18.00,ABCP1082Z,2026-02-15T00:00:00
ord_00060,INV-10083,40369.57,,,0,18.00,ABCP1083Z,2026-02-16T00:00:00
ord_00227,INV-10084,40225.18,194A,,8045.04,18.00,PANNOTAVAIL,2026-02-16T00:00:00
ord_00429,INV-10085,47860.23,194H,,2393.01,18.00,ABCP1085Z,2026-02-16T00:00:00
ord_00439,INV-10086,35812.73,194J,,3581.27,18.00,ABCP1086Z,2026-02-16T00:00:00
ord_00450,INV-10087,23570.01,,,0,18.00,PANNOTAVAIL,2026-02-16T00:00:00
ord_00083,INV-10088,35889.99,,,0,18.00,ABCP1088Z,2026-02-17T00:00:00
ord_00188,INV-10089,39477.09,,,0,18.00,ABCP1089Z,2026-02-17T00:00:00
ord_00198,INV-10090,13152.59,,,0,18.00,PANNOTAVAIL,2026-02-17T00:00:00
ord_00413,INV-10091,4303.96,194I,,430.40,18.00,ABCP1091Z,2026-02-17T00:00:00
ord_00478,INV-10092,3071.70,,,0,18.00,ABCP1092Z,2026-02-18T00:00:00
ord_00042,INV-10093,13920.26,,,0,18.00,PANNOTAVAIL,2026-02-19T00:00:00
ord_00052,INV-10094,31866.16,,,0,18.00,ABCP1094Z,2026-02-19T00:00:00
ord_00094,INV-10095,16429.78,194I,,1642.98,18.00,ABCP1095Z,2026-02-19T00:00:00
ord_00282,INV-10096,13015.60,,,0,18.00,PANNOTAVAIL,2026-02-19T00:00:00
ord_00459,INV-10097,40284.47,,,0,18.00,ABCP1097Z,2026-02-19T00:00:00
ord_00468,INV-10098,40948.97,,,0,18.00,ABCP1098Z,2026-02-19T00:00:00
ord_00027,INV-10099,39277.19,,,0,18.00,PANNOTAVAIL,2026-02-20T00:00:00
ord_00129,INV-10100,37563.84,,,0,18.00,ABCP1100Z,2026-02-20T00:00:00
ord_00143,INV-10101,9567.71,,,0,18.00,ABCP1101Z,2026-02-20T00:00:00
ord_00293,INV-10102,724.45,194J,,144.89,18.00,PANNOTAVAIL,2026-02-20T00:00:00
ord_00484,INV-10103,4674.38,,,0,18.00,ABCP1103Z,2026-02-20T00:00:00
ord_00558,INV-10104,15670.45,194H,,783.52,18.00,ABCP1104Z,2026-02-20T00:00:00
ord_00567,INV-10105,17251.85,194A,,3450.37,18.00,PANNOTAVAIL,2026-02-20T00:00:00
ord_00091,INV-10106,32290.56,,,0,18.00,ABCP1106Z,2026-02-21T00:00:00
ord_00230,INV-10107,10107.71,,,0,18.00,ABCP1107Z,2026-02-21T00:00:00
ord_00366,INV-10108,25621.03,,,0,18.00,PANNOTAVAIL,2026-02-21T00:00:00
ord_00371,INV-10109,15185.88,194C,,151.86,18.00,ABCP1109Z,2026-02-21T00:00:00
ord_00141,INV-10110,28365.73,194H,,1418.29,18.00,ABCP1110Z,2026-02-22T00:00:00
ord_00185,INV-10111,43949.44,,,0,18.00,PANNOTAVAIL,2026-02-22T00:00:00
ord_00438,INV-10112,22760.64,,,0,18.00,ABCP1112Z,2026-02-22T00:00:00
ord_00496,INV-10113,11336.88,,,0,18.00,ABCP1113Z,2026-02-22T00:00:00
ord_00314,INV-10114,49601.00,,,0,18.00,PANNOTAVAIL,2026-02-23T00:00:00
ord_00474,INV-10115,23423.58,,,0,18.00,ABCP1115Z,2026-02-23T00:00:00
ord_00551,INV-10116,18467.78,194I,,1846.78,18.00,ABCP1116Z,2026-02-23T00:00:00
ord_00596,INV-10117,7681.81,,,0,18.00,PANNOTAVAIL,2026-02-23T00:00:00
ord_00076,INV-10118,8412.62,,,0,18.00,ABCP1118Z,2026-02-24T00:00:00
ord_00082,INV-10119,16455.87,,,0,18.00,ABCP1119Z,2026-02-24T00:00:00
ord_00268,INV-10120,18651.65,,,0,18.00,PANNOTAVAIL,2026-02-24T00:00:00
ord_00426,INV-10121,10747.49,,,0,18.00,ABCP1121Z,2026-02-24T00:00:00
ord_00396,INV-10122,11586.36,,,0,18.00,ABCP1122Z,2026-02-25T00:00:00
ord_00516,INV-10123,15054.15,,,0,18.00,PANNOTAVAIL,2026-02-25T00:00:00
ord_00328,INV-10124,22902.30,194J,,2290.23,18.00,ABCP1124Z,2026-02-26T00:00:00
ord_00492,INV-10125,25784.88,,,0,18.00,ABCP1125Z,2026-02-26T00:00:00
ord_00032,INV-10126,48078.51,,,0,18.00,PANNOTAVAIL,2026-02-27T00:00:00
ord_00033,INV-10127,42378.55,194C,,423.79,18.00,ABCP1127Z,2026-02-27T00:00:00
ord_00062,INV-10128,45739.43,,,0,18.00,ABCP1128Z,2026-02-27T00:00:00
ord_00090,INV-10129,34141.69,,,0,18.00,PANNOTAVAIL,2026-02-27T00:00:00
ord_00095,INV-10130,5405.93,194J,,540.59,18.00,ABCP1130Z,2026-02-27T00:00:00
ord_00002,INV-10131,12205.28,,,0,18.00,ABCP1131Z,2026-02-28T00:00:00
ord_00008,INV-10132,38182.38,,,0,18.00,PANNOTAVAIL,2026-02-28T00:00:00
ord_00145,INV-10133,17241.38,,,0,18.00,ABCP1133Z,2026-02-28T00:00:00
ord_00147,INV-10134,2485.11,,,0,18.00,ABCP1134Z,2026-02-28T00:00:00
ord_00177,INV-10135,17204.22,194A,,3440.84,18.00,PANNOTAVAIL,2026-02-28T00:00:00
ord_00334,INV-10136,10017.80,194I,,1001.78,18.00,ABCP1136Z,2026-02-28T00:00:00
ord_00389,INV-10137,16449.42,,,0,18.00,ABCP1137Z,2026-02-28T00:00:00
ord_00510,INV-10138,28439.82,194J,,5687.96,18.00,PANNOTAVAIL,2026-02-28T00:00:00
ord_00553,INV-10139,12039.81,,,0,18.00,ABCP1139Z,2026-02-28T00:00:00
ord_00579,INV-10140,2864.54,,,0,18.00,ABCP1140Z,2026-02-28T00:00:00
ord_00006,INV-10141,42892.27,194A,,8578.45,18.00,PANNOTAVAIL,2026-03-01T00:00:00
ord_00030,INV-10142,3192.76,,,0,18.00,ABCP1142Z,2026-03-01T00:00:00
ord_00271,INV-10143,30772.89,,,0,18.00,ABCP1143Z,2026-03-01T00:00:00
ord_00350,INV-10144,34958.31,,,0,18.00,PANNOTAVAIL,2026-03-01T00:00:00
ord_00374,INV-10145,39184.05,,,0,18.00,ABCP1145Z,2026-03-01T00:00:00
ord_00562,INV-10146,45296.10,,,0,18.00,ABCP1146Z,2026-03-01T00:00:00
ord_00196,INV-10147,23293.11,194C,,4658.62,18.00,PANNOTAVAIL,2026-03-02T00:00:00
ord_00255,INV-10148,34593.66,,,0,18.00,ABCP1148Z,2026-03-02T00:00:00
ord_00292,INV-10149,15080.53,,,0,18.00,ABCP1149Z,2026-03-02T00:00:00
ord_00383,INV-10150,32491.15,194J,,6498.23,18.00,PANNOTAVAIL,2026-03-02T00:00:00
ord_00589,INV-10151,35717.51,,,0,18.00,ABCP1151Z,2026-03-02T00:00:00
ord_00595,INV-10152,48370.74,,,0,18.00,ABCP1152Z,2026-03-02T00:00:00
ord_00075,INV-10153,40175.84,,,0,18.00,PANNOTAVAIL,2026-03-03T00:00:00
ord_00225,INV-10154,17223.58,,,0,18.00,ABCP1154Z,2026-03-03T00:00:00
ord_00338,INV-10155,38818.02,,,0,18.00,ABCP1155Z,2026-03-03T00:00:00
ord_00535,INV-10156,37221.82,194I,,7444.36,18.00,PANNOTAVAIL,2026-03-03T00:00:00
ord_00125,INV-10157,4761.32,,,0,18.00,ABCP1157Z,2026-03-04T00:00:00
ord_00159,INV-10158,4223.41,,,0,18.00,ABCP1158Z,2026-03-04T00:00:00
ord_00279,INV-10159,40574.82,,,0,18.00,PANNOTAVAIL,2026-03-04T00:00:00
ord_00322,INV-10160,27618.17,194C,,276.18,18.00,ABCP1160Z,2026-03-04T00:00:00
ord_00542,INV-10161,13114.22,,,0,18.00,ABCP1161Z,2026-03-04T00:00:00
ord_00035,INV-10162,12213.04,194H,,2442.61,18.00,PANNOTAVAIL,2026-03-05T00:00:00
ord_00061,INV-10163,44764.48,,,0,18.00,ABCP1163Z,2026-03-05T00:00:00
ord_00107,INV-10164,33700.92,194A,,3370.09,18.00,ABCP1164Z,2026-03-05T00:00:00
ord_00120,INV-10165,10182.85,194I,,2036.57,18.00,PANNOTAVAIL,2026-03-05T00:00:00
ord_00405,INV-10166,45510.94,,,0,18.00,ABCP1166Z,2026-03-05T00:00:00
ord_00028,INV-10167,47220.33,,,0,18.00,ABCP1167Z,2026-03-06T00:00:00
ord_00122,INV-10168,24135.42,,,0,18.00,PANNOTAVAIL,2026-03-06T00:00:00
ord_00485,INV-10169,37671.01,194I,,3767.10,18.00,ABCP1169Z,2026-03-06T00:00:00
ord_00487,INV-10170,18583.23,,,0,18.00,ABCP1170Z,2026-03-06T00:00:00
ord_00572,INV-10171,38191.62,194J,,7638.32,18.00,PANNOTAVAIL,2026-03-06T00:00:00
ord_00011,INV-10172,13542.56,,,0,18.00,ABCP1172Z,2026-03-07T00:00:00
ord_00073,INV-10173,41219.51,194J,,4121.95,18.00,ABCP1173Z,2026-03-07T00:00:00
ord_00084,INV-10174,39308.05,194C,,7861.61,18.00,PANNOTAVAIL,2026-03-07T00:00:00
ord_00220,INV-10175,35863.42,194H,,1793.17,18.00,ABCP1175Z,2026-03-07T00:00:00
ord_00247,INV-10176,38316.01,,,0,18.00,ABCP1176Z,2026-03-07T00:00:00
ord_00253,INV-10177,23675.08,,,0,18.00,PANNOTAVAIL,2026-03-07T00:00:00
ord_00269,INV-10178,49958.13,,,0,18.00,ABCP1178Z,2026-03-07T00:00:00
ord_00273,INV-10179,4318.13,,,0,18.00,ABCP1179Z,2026-03-07T00:00:00
ord_00433,INV-10180,12637.30,,,0,18.00,PANNOTAVAIL,2026-03-07T00:00:00
ord_00093,INV-10181,35984.43,,,0,18.00,ABCP1181Z,2026-03-08T00:00:00
ord_00115,INV-10182,13732.76,,,0,18.00,ABCP1182Z,2026-03-08T00:00:00
ord_00175,INV-10183,43739.24,194J,,8747.85,18.00,PANNOTAVAIL,2026-03-08T00:00:00
ord_00466,INV-10184,26710.11,,,0,18.00,ABCP1184Z,2026-03-08T00:00:00
ord_00489,INV-10185,41321.71,,,0,18.00,ABCP1185Z,2026-03-08T00:00:00
ord_00571,INV-10186,7535.95,,,0,18.00,PANNOTAVAIL,2026-03-08T00:00:00
ord_00048,INV-10187,36970.75,,,0,18.00,ABCP1187Z,2026-03-09T00:00:00
ord_00259,INV-10188,19088.85,194H,,954.44,18.00,ABCP1188Z,2026-03-09T00:00:00
ord_00368,INV-10189,30570.08,,,0,18.00,PANNOTAVAIL,2026-03-09T00:00:00
ord_00494,INV-10190,28024.89,,,0,18.00,ABCP1190Z,2026-03-09T00:00:00
ord_00170,INV-10191,24568.06,194I,,2456.81,18.00,ABCP1191Z,2026-03-10T00:00:00
ord_00207,INV-10192,33214.45,194I,,6642.89,18.00,PANNOTAVAIL,2026-03-10T00:00:00
ord_00272,INV-10193,1686.85,,,0,18.00,ABCP1193Z,2026-03-10T00:00:00
ord_00414,INV-10194,41824.34,,,0,18.00,ABCP1194Z,2026-03-10T00:00:00
ord_00588,INV-10195,10721.38,,,0,18.00,PANNOTAVAIL,2026-03-10T00:00:00
ord_00134,INV-10196,31089.18,,,0,18.00,ABCP1196Z,2026-03-11T00:00:00
ord_00231,INV-10197,9567.98,,,0,18.00,ABCP1197Z,2026-03-11T00:00:00
ord_00265,INV-10198,21589.26,,,0,18.00,PANNOTAVAIL,2026-03-11T00:00:00
ord_00288,INV-10199,48200.09,,,0,18.00,ABCP1199Z,2026-03-11T00:00:00
ord_00332,INV-10200,46707.72,,,0,18.00,ABCP1200Z,2026-03-11T00:00:00
ord_00482,INV-10201,27711.20,,,0,18.00,PANNOTAVAIL,2026-03-11T00:00:00
ord_00563,INV-10202,39843.88,,,0,18.00,ABCP1202Z,2026-03-11T00:00:00
ord_00109,INV-10203,6585.35,,,0,18.00,ABCP1203Z,2026-03-12T00:00:00
ord_00197,INV-10204,45811.25,,,0,18.00,PANNOTAVAIL,2026-03-12T00:00:00
ord_00351,INV-10205,40176.12,,,0,18.00,ABCP1205Z,2026-03-12T00:00:00
ord_00361,INV-10206,41432.00,194A,,4143.20,18.00,ABCP1206Z,2026-03-12T00:00:00
ord_00457,INV-10207,36299.55,194H,,7259.91,18.00,PANNOTAVAIL,2026-03-12T00:00:00
ord_00165,INV-10208,34255.79,,,0,18.00,ABCP1208Z,2026-03-13T00:00:00
ord_00218,INV-10209,18255.35,,,0,18.00,ABCP1209Z,2026-03-13T00:00:00
ord_00219,INV-10210,28811.59,194A,,5762.32,18.00,PANNOTAVAIL,2026-03-13T00:00:00
ord_00246,INV-10211,21093.62,,,0,18.00,ABCP1211Z,2026-03-13T00:00:00
ord_00504,INV-10212,14917.76,194C,,149.18,18.00,ABCP1212Z,2026-03-13T00:00:00
ord_00531,INV-10213,40398.65,,,0,18.00,PANNOTAVAIL,2026-03-13T00:00:00
ord_00201,INV-10214,46017.52,,,0,18.00,ABCP1214Z,2026-03-14T00:00:00
ord_00317,INV-10215,27432.31,,,0,18.00,ABCP1215Z,2026-03-14T00:00:00
ord_00347,INV-10216,46798.18,,,0,18.00,PANNOTAVAIL,2026-03-14T00:00:00
ord_00432,INV-10217,12877.74,,,0,18.00,ABCP1217Z,2026-03-14T00:00:00
ord_00249,INV-10218,2907.53,194A,,290.75,18.00,ABCP1218Z,2026-03-15T00:00:00
ord_00278,INV-10219,15965.54,,,0,18.00,PANNOTAVAIL,2026-03-15T00:00:00
ord_00481,INV-10220,13704.44,194C,,137.04,18.00,ABCP1220Z,2026-03-15T00:00:00
ord_00146,INV-10221,26101.26,194I,,2610.13,18.00,ABCP1221Z,2026-03-16T00:00:00
ord_00150,INV-10222,43232.04,,,0,18.00,PANNOTAVAIL,2026-03-16T00:00:00
ord_00223,INV-10223,19309.11,,,0,18.00,ABCP1223Z,2026-03-16T00:00:00
ord_00237,INV-10224,45189.91,194A,,4518.99,18.00,ABCP1224Z,2026-03-16T00:00:00
ord_00488,INV-10225,36563.76,194A,,7312.75,18.00,PANNOTAVAIL,2026-03-16T00:00:00
ord_00014,INV-10226,29353.09,,,0,18.00,ABCP1226Z,2026-03-17T00:00:00
ord_00137,INV-10227,47466.43,,,0,18.00,ABCP1227Z,2026-03-17T00:00:00
ord_00264,INV-10228,38562.91,,,0,18.00,PANNOTAVAIL,2026-03-17T00:00:00
ord_00465,INV-10229,35978.51,,,0,18.00,ABCP1229Z,2026-03-17T00:00:00
ord_00039,INV-10230,18897.95,,,0,18.00,ABCP1230Z,2026-03-18T00:00:00
ord_00161,INV-10231,36679.84,,,0,18.00,PANNOTAVAIL,2026-03-18T00:00:00
ord_00537,INV-10232,31777.09,,,0,18.00,ABCP1232Z,2026-03-18T00:00:00
ord_00024,INV-10233,30302.26,,,0,18.00,ABCP1233Z,2026-03-19T00:00:00
ord_00564,INV-10234,48350.24,,,0,18.00,PANNOTAVAIL,2026-03-19T00:00:00
ord_00022,INV-10235,23818.11,,,0,18.00,ABCP1235Z,2026-03-20T00:00:00
ord_00044,INV-10236,39762.87,194I,,3976.29,18.00,ABCP1236Z,2026-03-20T00:00:00
ord_00451,INV-10237,45006.33,,,0,18.00,PANNOTAVAIL,2026-03-20T00:00:00
ord_00480,INV-10238,35718.10,,,0,18.00,ABCP1238Z,2026-03-20T00:00:00
ord_00092,INV-10239,22746.84,,,0,18.00,ABCP1239Z,2026-03-21T00:00:00
ord_00158,INV-10240,48867.71,,,0,18.00,PANNOTAVAIL,2026-03-21T00:00:00
ord_00199,INV-10241,13318.23,,,0,18.00,ABCP1241Z,2026-03-21T00:00:00
ord_00211,INV-10242,28696.58,,,0,18.00,ABCP1242Z,2026-03-21T00:00:00
ord_00339,INV-10243,16489.55,194H,,3297.91,18.00,PANNOTAVAIL,2026-03-21T00:00:00
ord_00352,INV-10244,13259.51,194A,,1325.95,18.00,ABCP1244Z,2026-03-21T00:00:00
ord_00382,INV-10245,41034.43,,,0,18.00,ABCP1245Z,2026-03-21T00:00:00
ord_00416,INV-10246,38554.39,,,0,18.00,PANNOTAVAIL,2026-03-21T00:00:00
ord_00538,INV-10247,34790.06,,,0,18.00,ABCP1247Z,2026-03-21T00:00:00
ord_00578,INV-10248,7345.56,194A,,734.56,18.00,ABCP1248Z,2026-03-21T00:00:00
ord_00598,INV-10249,39937.78,,,0,18.00,PANNOTAVAIL,2026-03-21T00:00:00
ord_00233,INV-10250,17137.10,,,0,18.00,ABCP1250Z,2026-03-22T00:00:00
ord_00031,INV-10251,22959.73,,,0,18.00,ABCP1251Z,2026-03-23T00:00:00
ord_00102,INV-10252,10556.81,194A,,2111.36,18.00,PANNOTAVAIL,2026-03-23T00:00:00
ord_00148,INV-10253,28036.60,,,0,18.00,ABCP1253Z,2026-03-23T00:00:00
ord_00169,INV-10254,46464.30,194C,,464.64,18.00,ABCP1254Z,2026-03-23T00:00:00
ord_00182,INV-10255,20966.89,,,0,18.00,PANNOTAVAIL,2026-03-23T00:00:00
ord_00456,INV-10256,35395.74,,,0,18.00,ABCP1256Z,2026-03-23T00:00:00
ord_00089,INV-10257,41238.53,,,0,18.00,ABCP1257Z,2026-03-24T00:00:00
ord_00319,INV-10258,42062.95,194A,,8412.59,18.00,PANNOTAVAIL,2026-03-24T00:00:00
ord_00325,INV-10259,5046.96,,,0,18.00,ABCP1259Z,2026-03-24T00:00:00
ord_00455,INV-10260,28931.64,,,0,18.00,ABCP1260Z,2026-03-24T00:00:00
ord_00560,INV-10261,31059.64,,,0,18.00,PANNOTAVAIL,2026-03-24T00:00:00
ord_00104,INV-10262,49461.98,,,0,18.00,ABCP1262Z,2026-03-25T00:00:00
ord_00167,INV-10263,32305.01,194J,,3230.50,18.00,ABCP1263Z,2026-03-25T00:00:00
ord_00180,INV-10264,48790.77,,,0,18.00,PANNOTAVAIL,2026-03-25T00:00:00
ord_00202,INV-10265,5723.22,,,0,18.00,ABCP1265Z,2026-03-25T00:00:00
ord_00337,INV-10266,40974.99,,,0,18.00,ABCP1266Z,2026-03-25T00:00:00
ord_00576,INV-10267,4967.51,,,0,18.00,PANNOTAVAIL,2026-03-25T00:00:00
ord_00078,INV-10268,34985.75,,,0,18.00,ABCP1268Z,2026-03-26T00:00:00
ord_00263,INV-10269,46669.93,,,0,18.00,ABCP1269Z,2026-03-26T00:00:00
ord_00299,INV-10270,10128.13,,,0,18.00,PANNOTAVAIL,2026-03-26T00:00:00
ord_00594,INV-10271,631.22,,,0,18.00,ABCP1271Z,2026-03-26T00:00:00
ord_00133,INV-10272,11190.90,,,0,18.00,ABCP1272Z,2026-03-27T00:00:00
ord_00171,INV-10273,49152.64,,,0,18.00,PANNOTAVAIL,2026-03-27T00:00:00
ord_00210,INV-10274,41238.60,,,0,18.00,ABCP1274Z,2026-03-27T00:00:00
ord_00243,INV-10275,15275.43,,,0,18.00,ABCP1275Z,2026-03-27T00:00:00
ord_00369,INV-10276,12711.27,,,0,18.00,PANNOTAVAIL,2026-03-27T00:00:00
ord_00454,INV-10277,38379.17,194H,,1918.96,18.00,ABCP1277Z,2026-03-27T00:00:00
ord_00461,INV-10278,8600.41,194J,,860.04,18.00,ABCP1278Z,2026-03-27T00:00:00
ord_00499,INV-10279,2072.15,194I,,414.43,18.00,PANNOTAVAIL,2026-03-27T00:00:00
ord_00506,INV-10280,9380.44,194I,,938.04,18.00,ABCP1280Z,2026-03-27T00:00:00
ord_00507,INV-10281,49898.10,,,0,18.00,ABCP1281Z,2026-03-27T00:00:00
ord_00195,INV-10282,6999.77,,,0,18.00,PANNOTAVAIL,2026-03-28T00:00:00
